"objid","specobjid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","plate","mjd","fiberid","petroRad_u","petroRad_g","petroRad_i","petroRad_r","petroRad_z","petroFlux_u","petroFlux_g","petroFlux_i","petroFlux_r","petroFlux_z","petroR50_u","petroR50_g","petroR50_i","petroR50_r","petroR50_z","psfMag_u","psfMag_r","psfMag_g","psfMag_i","psfMag_z","expAB_u","expAB_g","expAB_r","expAB_i","expAB_z","redshift","class"
"1.24E+18","7.47E+17","25.4923499","-8.335225657","18.87447","17.53172","16.89217","24.81775","16.39751","1729","301","6","251","663","52145","562","5.37921","5.947435","2.970538","5.968482","5.3841","24.43661","89.77643","-30.08622","161.812","151.03","2.66407","2.961522","-9999","2.898427","1.790336","20.87266","18.75193","19.43005","24.36161","18.09862","0.7147973","0.7499998","0.7700814","0.4963282","0.7999547","0.08541203","GALAXY"
"1.24E+18","3.21E+18","25.5499265","-8.473650001","18.07592","16.19851","15.42075","15.14694","14.98894","1729","301","6","251","2850","54461","529","1.621318","1.654568","1.482926","1.518822","1.540855","57.03464","325.8748","835.9895","657.5609","966.4207","0.8016267","0.8076373","0.7432497","0.7657874","0.7785718","18.07322","15.43031","16.16885","15.13699","14.99235","0.9454736","0.5173728","0.5036156","0.1596511","0.9988065","5.25E-06","STAR"
"1.24E+18","3.21E+18","25.58810713","-8.416991894","17.59985","15.91775","15.33724","15.14983","15.08439","1729","301","6","252","2850","54461","527","1.600696","1.648824","1.475285","1.532293","1.580432","87.30164","416.0592","835.0854","702.6709","893.4885","0.7892293","0.8104758","0.7506614","0.7724814","0.7979709","17.5991","15.33327","15.92749","15.14982","15.08817","0.2456668","0.9998572","0.5499809","0.9270076","0.4875618","-1.19E-05","STAR"
"1.24E+18","3.21E+18","25.65944031","-8.337260059","17.0481","15.51819","14.97744","14.8049","14.73117","1729","301","6","252","2850","54461","534","1.580652","1.626995","1.526234","1.57364","1.591741","143.8612","606.1384","1152.183","981.5538","1227.734","0.781257","0.7995649","0.7788598","0.7991775","0.8105125","17.04885","14.9818","15.48588","14.82019","14.73617","0.14857","0.8466132","0.9697851","0.7238942","0.6245861","3.63E-06","STAR"
"1.24E+18","3.21E+18","25.70013413","-8.44413962","17.92591","16.55014","16.01323","15.81059","15.68971","1729","301","6","252","2850","54461","580","1.608023","1.576639","1.50231","1.54615","1.55723","64.62582","230.897","456.0122","376.3452","500.1193","0.7937562","0.7787451","0.7533983","0.7817367","0.787765","17.91394","16.03382","16.56206","15.82777","15.69368","0.2996742","0.9057825","0.8335778","0.3453799","0.257007","-0.000390972","STAR"
"1.24E+18","3.21E+18","25.71718283","-8.399032962","16.53495","15.08388","14.5934","14.43385","14.38882","1729","301","6","252","2850","54461","563","1.597878","1.59407","1.498787","1.572161","1.629775","233.5168","894.4456","1620.756","1394.669","1689.366","0.7964596","0.7858509","0.7586752","0.7917531","0.819125","16.52291","14.61192","15.09653","14.43809","14.40531","0.399882","0.848883","0.9660159","0.4499502","0.8542274","7.46E-06","STAR"
"1.24E+18","3.23E+18","25.59793672","-8.355872473","19.07741","18.18218","17.84857","17.72518","17.68849","1729","301","6","252","2865","54503","528","1.654696","1.65458","1.533034","1.559813","1.669645","23.16041","52.14295","78.2962","69.52655","81.59958","0.8312723","0.818523","0.7691812","0.7851944","0.8098987","19.09882","17.82941","18.17462","17.72052","17.67735","0.8454108","0.4499361","0.8927491","0.9186872","0.9999882","0.000564784","STAR"
"1.24E+18","3.21E+18","25.63374742","-8.425956732","19.35793","17.85181","17.2711","17.06338","16.95882","1729","301","6","252","2850","54461","530","1.533255","1.66463","1.465967","1.546164","1.519368","16.26867","70.29038","142.6436","118.1946","158.422","0.7585945","0.8063651","0.7505221","0.7838786","0.793322","19.34818","17.28443","17.87657","17.07506","16.96542","0.6336724","0.8074248","0.4960642","0.733725","0.3311045","-0.000276047","STAR"
"1.24E+18","7.47E+17","25.64708698","-8.445634793","17.74434","16.69417","16.32228","16.14815","15.98006","1729","301","6","252","663","52145","616","4.545029","5.006371","5.418396","5.33474","5.328096","75.04678","218.0608","366.761","313.7458","407.7566","2.109782","2.301554","2.418902","2.437925","2.347694","19.08447","17.73541","18.05488","17.61856","17.35539","0.6560255","0.7207094","0.7375154","0.7324502","0.684863","0.01826312","GALAXY"
"1.24E+18","3.21E+18","25.69032493","-8.471860881","18.98733","17.68265","17.14785","16.96189","16.8391","1729","301","6","252","2850","54461","579","1.61262","1.582556","1.471017","1.535708","1.539081","24.1952","81.35303","158.0208","132.7716","169.5424","0.7915933","0.7778505","0.7482287","0.7814974","0.7681569","18.98307","17.17323","17.69009","16.98304","16.84519","0.4456721","0.999765","0.6517718","0.09723651","0.2940895","-3.34E-05","STAR"
"1.24E+18","7.47E+17","25.69552842","-8.462715359","18.04603","16.85094","16.26429","15.92091","15.68362","1729","301","6","252","663","52145","602","5.255316","4.70731","4.666557","4.817955","4.930116","52.52797","154.4353","360.1883","264.0276","455.5863","2.422624","2.317239","2.249431","2.309708","2.331555","19.39422","17.6794","18.23104","17.35932","17.06214","0.6711289","0.6622115","0.6340966","0.6633272","0.7297366","0.06310823","GALAXY"
"1.24E+18","7.43E+17","20.02129066","-8.793904586","18.96558","17.71756","17.10506","16.71169","16.46778","1729","301","6","215","660","52177","615","7.510983","5.791107","5.572112","5.853031","5.0414","22.9557","69.01318","166.8514","118.6375","184.5878","2.899488","2.747309","2.633844","2.695858","2.19988","20.31104","18.62241","19.22837","18.22968","17.98158","0.7848252","0.5244472","0.5577073","0.5721145","0.6448565","0.1253919","GALAXY"
"1.24E+18","7.43E+17","20.09377854","-8.685112048","18.89348","17.21687","16.60732","16.2634","16.03212","1729","301","6","215","660","52177","605","4.975425","10.03209","8.482411","8.60663","8.103545","20.55249","154.7679","329.3623","248.9893","353.581","2.488353","4.180288","3.631884","3.773077","3.061597","20.77198","18.60226","19.28503","18.17851","17.98898","0.6000884","0.8152671","0.8065128","0.7742347","0.7815315","0.05598848","GALAXY"
"1.24E+18","7.43E+17","19.9836937","-8.678005438","19.19724","18.02682","17.32458","16.9639","16.78668","1729","301","6","215","660","52177","604","18.01997","7.460743","7.29703","7.551173","6.463134","18.53848","60.54118","148.155","111.5931","146.5094","3.658331","3.681671","3.422009","3.611764","2.857285","21.14654","19.4717","20.41343","19.0729","18.75692","0.6588812","0.8174322","0.7821243","0.8403469","0.8238488","0.1235599","GALAXY"
"1.24E+18","7.44E+17","20.16333529","-8.710563027","18.33712","17.92886","17.86096","17.83049","17.64769","1729","301","6","216","661","52163","323","1.849629","1.708356","1.692741","1.652657","1.586149","46.78296","66.16557","70.29885","70.11946","83.74357","0.8888714","0.8266365","0.842907","0.8043105","0.8038582","18.32981","17.84285","17.94043","17.8327","17.65016","0.9998425","0.7400071","0.1475489","0.3353196","0.7766919","0.7368115","QSO"
"1.24E+18","3.21E+18","25.79161449","-8.34704571","16.95882","16.06806","15.76007","15.62575","15.59786","1729","301","6","253","2850","54461","566","1.681307","1.597245","1.524662","1.537144","1.590057","158.5025","358.1261","539.4184","479.2128","557.0571","0.8117813","0.7818154","0.7749237","0.7743753","0.8117756","16.96423","15.7511","16.09582","15.63375","15.58924","0.7656304","0.9872932","0.3043256","0.7075418","0.9997426","0.000408569","STAR"
"1.24E+18","3.21E+18","25.80913499","-8.417221646","17.97463","16.56712","16.05739","15.85538","15.77592","1729","301","6","253","2850","54461","576","1.692453","1.619451","1.581686","1.585122","1.719863","61.85732","227.3067","439.6402","366.1613","480.2717","0.8318897","0.7870768","0.7895871","0.786689","0.8485477","18.00233","16.08751","16.60969","15.89683","15.82049","0.9999968","0.9639708","0.5705262","0.7413197","0.9997275","-0.000189216","STAR"
"1.24E+18","3.67E+18","152.4995157","2.814432948","17.68483","16.78179","16.36096","16.21575","16.17028","1907","301","5","200","3257","54888","511","1.729035","1.44414","1.254939","1.472469","1.311595","80.86579","188.9199","315.2532","276.3335","327.4022","0.8370475","0.735851","0.6482279","0.7316453","0.6895393","17.68073","16.36501","16.82164","16.22599","16.17455","0.9996956","0.9576461","0.9936559","0.6636028","0.3637013","0.001094008","STAR"
"1.24E+18","6.45E+17","152.499823","2.940157286","18.59792","17.67479","17.31652","17.18236","17.16419","1907","301","5","200","573","52325","52","1.678777","1.450009","1.29316","1.519574","1.330204","34.52222","82.56965","127.4049","114.5159","130.1546","0.8275073","0.738588","0.6571548","0.755716","0.6899464","18.60021","17.33481","17.68391","17.18719","17.1706","0.8888217","0.9997529","0.9997079","0.659399","0.1782631","-8.99E-06","STAR"
"1.24E+18","5.65E+17","152.6112316","2.79785025","18.89489","18.03143","17.58053","17.2567","17.26677","1907","301","5","200","502","51957","401","4.471781","4.419379","4.530714","4.488371","4.332103","28.60149","60.01256","122.6476","89.79251","112.6633","2.428682","2.304586","2.29458","2.298677","2.133027","20.44328","19.29852","19.83728","19.12922","18.96795","0.8640984","0.8870814","0.8868797","0.8963592","0.8090233","0.1125462","GALAXY"
"1.24E+18","3.67E+18","152.6527601","2.75769138","18.86444","16.83859","15.90085","15.60081","15.45455","1907","301","5","201","3257","54888","72","1.657847","1.370551","1.220631","1.350076","1.327175","27.23215","177.683","549.6248","420.9857","620.9819","0.8148562","0.6945145","0.6276964","0.6786877","0.6821412","18.87287","15.91988","16.87818","15.60597","15.46148","0.9997159","0.8853764","0.9603277","0.9997507","0.9747979","0.000116595","STAR"
"1.24E+18","5.33E+18","152.7078202","2.850108448","18.20542","18.48525","19.65991","19.04414","19.4057","1907","301","5","201","4738","55650","852","1.652755","1.534905","1.322077","2.114122","1.793548","48.94944","36.673","15.8819","13.80153","12.74506","0.8386334","0.7979162","0.6182833","0.9380186","0.7643593","18.26733","19.99843","18.59503","19.26921","19.6679","0.9999526","0.9568905","0.5242128","0.3499562","0.05","0.000110426","STAR"
"1.24E+18","3.67E+18","152.7131873","2.869161426","18.65812","17.22547","16.48063","16.20959","16.0983","1907","301","5","201","3257","54888","553","1.537893","1.427013","1.257242","1.347836","1.364343","32.73115","123.6706","312.6292","247.41","343.407","0.7609899","0.7265113","0.6410415","0.6808819","0.6896713","18.65468","16.49366","17.23728","16.21298","16.09187","0.1134531","0.9262941","0.9924514","0.8999825","0.7927462","0.000316769","STAR"
"1.24E+18","5.65E+17","152.7510191","2.802418203","19.48592","18.33032","18.00964","17.91462","17.90435","1907","301","5","201","502","51957","456","1.428882","1.42084","1.280307","1.270371","1.3851","14.975","44.5528","65.41961","59.87299","66.25881","0.7232053","0.7116604","0.6440982","0.6459284","0.6966961","19.46948","18.00228","18.329","17.91031","17.90863","0.3835326","0.6765127","0.4515418","0.6470912","0.9049938","3.83E-05","STAR"
"1.24E+18","5.65E+17","152.7731171","2.800164855","19.21889","17.95732","17.28953","16.97965","16.75664","1907","301","5","201","502","51957","443","5.64981","5.580911","5.636394","5.801244","5.646663","18.57882","59.63469","150.9681","115.3347","179.0981","2.600604","2.604961","2.684777","2.71166","2.592901","21.29487","19.44228","20.01179","19.16492","18.76386","0.3846731","0.4413206","0.4597156","0.4500102","0.4506799","0.04596053","GALAXY"
"1.24E+18","3.67E+18","152.8920533","2.88896615","19.33973","17.57722","16.82267","16.59496","16.52876","1907","301","5","202","3257","54888","546","12.64781","1.460137","1.420394","1.26306","1.276624","17.72048","88.70216","216.5309","176.6978","232.6164","0.7463251","0.7310466","0.7140743","0.6384012","0.6522624","19.31849","16.81382","17.5794","16.62144","16.50847","0.8074486","0.2000111","0.7000343","0.7377093","0.6593466","3.72E-05","STAR"
"1.24E+18","5.65E+17","152.8817195","2.754447964","19.04044","17.91719","17.35291","17.04024","16.95611","1907","301","5","202","502","51957","457","3.908288","4.137968","4.407781","4.224767","4.348953","22.39014","65.53531","150.8386","112.394","170.4184","1.976192","2.048463","2.153127","2.082","2.171704","20.52999","19.04419","19.4581","18.60243","18.55967","0.8745159","0.8381101","0.8149768","0.7982453","0.8121139","0.0715635","GALAXY"
"1.24E+18","5.42E+17","148.3576866","2.811854891","19.18839","18.03756","17.56164","17.27501","17.20065","1907","301","5","172","481","51908","525","10.11613","8.782538","8.845458","8.788795","7.659844","22.69278","51.72274","100.4373","81.33993","90.42393","4.679837","3.73053","3.583379","3.760233","2.880144","21.3325","19.74107","19.98759","19.6055","19.26215","0.1723913","0.1514922","0.1614553","0.1453628","0.15646","0.03135217","GALAXY"
"1.24E+18","3.67E+18","153.0095379","2.910189255","19.4094","17.20413","16.24646","15.9421","15.84129","1907","301","5","203","3257","54888","588","1.539853","1.452486","1.271053","1.310698","1.278472","16.42153","126.2955","399.1913","301.8413","433.5096","0.7582763","0.7339699","0.6468384","0.6630825","0.6617427","19.40595","16.25015","17.21185","15.94112","15.828","0.1986389","0.5940312","0.2356051","0.9000142","0.4933148","0.000201001","STAR"
"1.24E+18","5.65E+17","153.0119799","2.938892536","19.00022","18.83045","18.60056","18.587","18.75835","1907","301","5","203","502","51957","536","1.509477","1.482278","9.177136","1.359376","1.226142","23.85293","28.47216","34.71796","34.52041","27.4059","0.7474991","0.7512629","0.6498057","0.6808057","0.6487359","19.00322","18.61836","18.84807","18.59363","18.7755","0.9912073","0.8274651","0.7499428","0.5295171","0.09843367","1.12677","QSO"
"1.24E+18","6.46E+17","153.2407169","2.79492565","19.22191","17.24793","16.14297","15.70266","15.37171","1907","301","5","205","574","52355","250","43.77195","6.682985","6.645415","6.7534","6.380463","22.6226","123.0036","504.9274","340.2544","650.0616","3.541012","2.773888","2.733654","2.805596","2.526561","20.67416","17.63663","18.65089","17.25831","16.82212","0.9594236","0.8057376","0.8653723","0.8798845","0.8367155","0.1214534","GALAXY"
"1.24E+18","5.66E+17","153.6985204","2.807757253","18.47968","17.41481","17.02158","16.9223","16.87113","1907","301","5","208","503","51999","332","1.509313","1.456137","1.151761","1.197966","1.380775","38.36819","103.2475","162.2732","148.3845","164.435","0.746915","0.7222704","0.5923356","0.6068229","0.6846278","18.47421","17.0238","17.41071","16.92788","16.87478","0.553441","0.7786371","0.9778405","0.7503813","0.908525","0.000363525","STAR"
"1.24E+18","5.66E+17","153.7352942","2.972293277","17.61307","16.68001","16.39427","16.3204","16.2894","1907","301","5","208","503","51999","340","1.428716","1.481764","1.208485","1.228743","1.440389","84.90385","203.278","284.0437","263.4634","292.9112","0.7223469","0.7388821","0.6216683","0.6274673","0.7218341","17.61255","16.39834","16.67025","16.31188","16.28511","0.9988984","0.7748265","0.7742873","0.8999848","0.2068795","-0.000200064","STAR"
"1.24E+18","5.63E+17","148.9958964","2.85059234","19.21292","17.88815","17.18719","16.81702","16.5752","1907","301","5","176","500","51994","331","3.382395","3.732716","3.975644","3.666879","3.467976","19.55486","70.28094","188.9517","136.1113","218.4633","1.79094","1.811045","1.909842","1.7744","1.680221","20.05598","18.44236","18.89237","17.79295","17.59044","0.9254678","0.9997638","0.9861106","0.9795533","0.8958157","0.09427954","GALAXY"
"1.24E+18","5.65E+17","153.7240991","2.790194441","19.52227","18.34076","17.70845","17.36442","17.14351","1907","301","5","208","502","51957","603","5.795755","5.711595","5.337895","5.813619","5.505076","14.63222","46.68978","113.8713","86.0071","131.1367","2.51682","2.839349","2.606935","2.738405","2.512746","21.36246","19.65165","20.27876","19.26556","18.85563","0.8499928","0.8840058","0.9201238","0.9134607","0.8069438","0.1562373","GALAXY"
"1.24E+18","5.65E+17","153.965855","2.867046445","19.30832","19.38026","19.40523","19.06361","19.09014","1907","301","5","209","502","51957","606","1.543433","1.486312","1.191787","1.099751","2.042878","17.7751","16.28743","22.40291","16.54701","19.74266","0.7673723","0.7433468","0.6150742","0.5912577","0.6255862","19.32304","19.39818","19.37669","19.06034","19.08587","0.9515639","0.7887504","0.5143088","0.3997711","0.2489503","1.876842","QSO"
"1.24E+18","5.66E+17","153.989912","2.796226977","19.51107","19.38717","19.42908","19.16676","19.12595","1907","301","5","210","503","51999","337","1.464278","1.52664","1.214437","1.160302","3.951858","14.5386","16.60219","20.78594","15.63976","21.76362","0.7325646","0.7544206","0.6182578","0.5747622","0.7080527","19.49833","19.42346","19.38532","19.16363","19.13617","0.6020832","0.5337856","0.8856903","0.9823195","0.8760165","1.656293","QSO"
"1.24E+18","5.66E+17","154.1690477","2.856996848","17.25846","16.03853","15.40924","15.0602","14.793","1907","301","5","211","503","51999","362","9.988908","10.14641","10.0634","10.18922","9.664204","125.7472","401.2494","926.6653","698.5916","1082.885","5.004507","5.149627","4.882949","5.017551","4.605019","20.0753","18.25418","18.77388","17.83945","17.33504","0.7978423","0.8368356","0.8167621","0.786302","0.716088","0.04818622","GALAXY"
"1.24E+18","5.66E+17","154.2458644","2.979683661","19.03577","17.44993","16.63739","16.20839","15.87386","1907","301","5","211","503","51999","364","9.309354","7.763491","6.431479","6.81101","5.858324","34.17287","123.8449","342.881","233.8845","427.7704","4.112079","3.418109","2.793537","2.861116","2.515008","20.82827","18.38043","19.11765","17.90443","17.4268","0.2828813","0.2858732","0.312158","0.340428","0.3238286","0.05269633","GALAXY"
"1.24E+18","4.81E+17","31.69101536","12.83709622","17.76232","16.41771","15.93613","15.75825","15.68317","1904","301","2","356","427","51900","14","1.523032","1.320286","1.031198","1.22971","1.190277","75.86452","261.283","476.8231","407.2483","505.5561","0.7689911","0.6788096","0.5409971","0.63511","0.6281152","17.77039","15.93523","16.42909","15.77653","15.68146","0.9319541","0.9997651","0.2500046","0.5437617","0.6855752","2.55E-05","STAR"
"1.24E+18","4.82E+17","31.81122079","12.8584384","18.77045","17.44081","16.8707","16.63712","16.52661","1904","301","2","357","428","51883","302","1.644537","1.305274","1.048135","1.170651","1.168661","30.44484","102.3043","211.5244","171.7773","230.8328","0.7926316","0.6668649","0.5543008","0.6092981","0.6123598","18.77561","16.84806","17.46832","16.65285","16.50754","0.2456635","0.828137","0.5652079","0.7450026","0.5934717","-9.76E-05","STAR"
"1.24E+18","4.82E+17","32.76393403","12.86507625","18.92688","16.46144","15.36777","14.97491","14.74866","1904","301","2","363","428","51883","189","1.451835","1.356972","1.022859","1.160292","1.198358","25.47099","248.5288","982.4415","685.5475","1182.443","0.7709153","0.6889279","0.5401248","0.6041878","0.6240306","18.92331","15.36158","16.46383","14.94696","14.75642","0.9996818","0.9996843","0.5710799","0.7354204","0.7782347","-6.19E-05","STAR"
"1.24E+18","4.82E+17","32.79535885","12.71369902","19.14588","17.72836","17.0693","16.66439","16.37615","1904","301","2","363","428","51883","121","5.247485","4.878456","4.713851","4.806243","5.17264","23.23841","79.23997","212.1292","147.721","273.2784","2.472704","2.510543","2.454648","2.483325","2.492249","20.88121","18.97077","19.53395","18.71977","18.19575","0.8232062","0.8486123","0.8813696","0.8803107","0.903803","0.095405","GALAXY"
"1.24E+18","4.82E+17","32.92147144","12.73418104","18.08009","16.60271","15.86527","15.44482","15.11942","1904","301","2","364","428","51883","99","6.224785","7.14663","6.89741","7.052795","6.719546","46.8205","236.1095","678.7139","464.9479","868.8534","2.569049","3.323996","3.199354","3.274716","3.115702","19.97106","18.2715","18.88928","18.01268","17.36338","0.7300853","0.7257861","0.7179067","0.7426719","0.731501","0.04923238","GALAXY"
"1.24E+18","4.82E+17","32.99710924","12.79527426","19.5069","18.48821","17.89467","17.43727","17.20491","1904","301","2","365","428","51883","175","2.870281","2.617264","2.589609","2.664831","2.806434","14.93682","38.55969","100.5473","67.96726","120.2473","1.389012","1.363134","1.304952","1.35891","1.346106","20.27097","19.08304","19.54507","18.75012","18.2369","0.6659738","0.6498411","0.659667","0.6643399","0.6827719","0.1351179","GALAXY"
"1.24E+18","4.82E+17","33.15264543","12.86213978","19.46107","19.24472","19.33822","19.25044","18.81164","1904","301","2","366","428","51883","103","6.2769","1.346962","7.625832","1.303291","1.577048","15.93757","18.97256","18.96814","18.09058","31.41345","0.8272707","0.698082","0.5907153","0.6582611","0.749177","19.49856","19.42093","19.30894","19.32123","18.89801","0.6462846","0.5554344","0.6338558","0.990577","0.6314279","0.4030114","QSO"
"1.24E+18","4.82E+17","33.66076705","12.79052921","18.72284","17.32489","16.58099","16.13354","15.83946","1904","301","2","369","428","51883","24","9.683689","8.916111","8.706374","8.915948","8.431243","35.41994","111.2514","323.9677","216.7897","368.2543","5.168871","4.51759","4.355849","4.398399","3.861592","21.49036","19.4042","20.09959","18.99227","18.52671","0.5574448","0.6458853","0.6685796","0.6563755","0.6500434","0.06799266","GALAXY"
"1.24E+18","8.47E+17","3.607203511","14.93736403","18.63142","17.02118","16.15469","15.70259","15.35945","1904","301","3","174","752","52251","519","43.77397","8.68103","7.754106","8.345048","6.93303","36.02146","126.4482","370.1225","261.9688","479.0777","4.702068","3.809244","3.176668","3.471148","2.998128","21.15019","18.504","19.38605","18.09419","17.6244","0.3220035","0.3261714","0.3580576","0.3510533","0.3671975","0.08283666","GALAXY"
"1.24E+18","8.47E+17","3.956670217","14.79745515","18.99072","17.81736","17.31522","17.08474","17.01163","1904","301","3","176","752","52251","115","10.84411","10.61405","9.896244","10.72765","9.696498","31.01506","76.77173","139.2705","120.7735","97.30876","5.766783","4.929479","4.482646","4.792909","2.946305","21.963","20.12925","20.6191","19.90825","19.67396","0.7688953","0.8347764","0.8284729","0.8103975","0.9025754","0.03700679","GALAXY"
"1.24E+18","8.47E+17","4.042838155","14.92512155","17.87827","16.44201","15.65081","15.22574","14.87547","1904","301","3","177","752","52251","560","5.859948","6.625129","6.391044","6.642711","6.15927","73.21162","278.6117","835.1198","567.8216","1100.484","2.792937","3.062538","2.891233","3.056496","2.758954","19.51373","17.49614","18.19969","17.15421","16.69841","0.9278162","0.8877457","0.8827221","0.856815","0.7767682","0.04204833","GALAXY"
"1.24E+18","8.48E+17","4.323473286","14.83627895","19.06078","17.88905","17.45819","17.31856","17.23227","1904","301","3","178","753","52233","314","1.347387","1.289387","1.043934","1.160076","1.181119","23.01675","67.67372","113.929","99.47318","121.1282","0.6786992","0.6631883","0.5440037","0.6015714","0.6100644","19.0549","17.46097","17.89233","17.3084","17.23308","0.1250223","0.9997367","0.7467664","0.7944978","0.598994","3.25E-05","STAR"
"1.24E+18","8.47E+17","4.340921795","14.82342247","17.77859","16.86591","16.58251","16.4917","16.47973","1904","301","3","178","752","52251","77","1.364937","1.31372","1.031757","1.144364","1.186071","74.92487","174.085","244.0548","223.2593","245.4073","0.6934347","0.6750436","0.5374129","0.5952322","0.611094","17.79251","16.58499","16.88448","16.46781","16.48172","0.5768742","0.9024041","0.9000542","0.8999998","0.3500937","-0.000104338","STAR"
"1.24E+18","8.48E+17","4.40377025","14.85052512","18.79282","18.31217","17.82669","17.50163","17.26001","1904","301","3","179","753","52233","304","1.339968","1.32924","1.164581","1.202764","1.517954","29.13266","45.93595","100.6078","73.39487","130.1129","0.6782518","0.6885808","0.6015993","0.6276231","0.6925337","18.79074","17.87061","18.34373","17.57664","17.30959","0.6302655","0.9578491","0.9468782","0.9662403","0.9467545","0.3025554","GALAXY"
